SAMPLE_ID	mutations	cna	structural_variants
MSK-L-001-001A	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-002-001B	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-002-002	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-002-003	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-002-004	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-002-005	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-002-006	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-002-007	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-002-008	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-003-001A	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-003-003	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-004-001A	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-005-001A	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-006-002	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-007-001A	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-008-001A	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-008-002	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-009-001A	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-010-001A	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-011-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-012-001A	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-012-002	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-012-003	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-012-004	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-012-005	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-012-006	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-013-001A	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-014-001A	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-014-002	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-015-001A	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-016-001A	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-017-001A	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-018-001A	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-018-002	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-019-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-020-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-021-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-022-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-023-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-024-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-025-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-026-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-028-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-029-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-029-002	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-030-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-031-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-032-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-033-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-034-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-035-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-037-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-038-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-038-002	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-039-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-040-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-041-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-042-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-043-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-044-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-044-002	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-045-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-046-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-046-002	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-047-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-047-002	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-048-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-049-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-050-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-051-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-052-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-053-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-053-002	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-053-003	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-053-004	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-053-005	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-054-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-054-002	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-054-003	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-054-004	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-054-005	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-054-006	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-055-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-056-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-057-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-058-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-059-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-060-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-061-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-061-002	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-061-004	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-063-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-063-002	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-063-003	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-064-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-065-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-067-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-068-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-069-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-070-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-071-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-072-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-073-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-074-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-075-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-076-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-077-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-078-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-079-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-080-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-081-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-082-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-083-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-084-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-085-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-086-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-087-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-089-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-089-002	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-090-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-091-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-092-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-094-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-094-002	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-095-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-096-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-097-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-098-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-098-002	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-099-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-100-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-102-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-103-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-104-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-105-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-106-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-107-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-108-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-109-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-110-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-111-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-112-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-114-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-115-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-116-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-117-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-117-002	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-118-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-119-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-120-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-121-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-122-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-123-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-125-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-126-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-127-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-128-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-129-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-130-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-131-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-132-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-133-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-135-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-136-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-137-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-138-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-139-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-140-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-141-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-142-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-143-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-144-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-145-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-146-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-147-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-148-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-151-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-152-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-153-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-157-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-158-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-159-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-160-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-160-002	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-160-003	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-160-004	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-160-005	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-160-006	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-160-007	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-160-008	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-160-009	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-160-010	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-160-011	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-160-012	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-160-013	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-161-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-163-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-164-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-165-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-167-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-168-002	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-169-002	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-169-003	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-169-004	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-169-005	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-169-006	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-169-007	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-169-008	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-169-009	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-170-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-172-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-173-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-174-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-175-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-176-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-177-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-178-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-179-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-180-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-181-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-182-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-182-002	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-183-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-185-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-186-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-187-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-188-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-189-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-190-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-191-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-192-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-193-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-195-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-196-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-198-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-199-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-200-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-202-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-204-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-205-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-207-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-208-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-209-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-210-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-212-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-213-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-214-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-215-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-216-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-217-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-218-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-219-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-220-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-221-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-221-002	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-221-003	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-221-004	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-222-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-223-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-224-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-225-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-226-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-227-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-228-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-229-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-230-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-231-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-232-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-233-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-234-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-235-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-236-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-236-002	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-237-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-238-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-240-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-241-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-242-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-243-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-244-002	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-245-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-245-002	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-246-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-247-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-248-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-249-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-250-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-253-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-254-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-254-002	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-254-003	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-254-004	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-254-005	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-254-006	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-256-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-256-002	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-257-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-258-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-259-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-260-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-261-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-262-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-264-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-264-002	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-265-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-266-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-267-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-269-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-270-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-271-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-272-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-273-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-274-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-275-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-276-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-277-002	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-279-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-280-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-281-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-282-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-283-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-285-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-285-002	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
MSK-L-288-001	ctDx_lung_panel	ctDx_lung_panel	ctDx_lung_panel
